,group_name,city,country,ratings,created_date,members,last_event,next_event,category,primary_topic,membership_fees,last_event_rsvp,next_event_rsvp
7144,Lake Merritt Body Works Fit Camp,Oakland,US,0,1445494989000,139,,,fitness,,0,,
7145,Palo Alto Interior Design Meetup,Palo Alto,US,5,1445518546000,28,,,fine arts/culture,,0,,
7146,San Francisco Uncommon Gay Traveler,San Francisco,US,0,1445523769000,66,,,LGBT,,0,,
7147,Homeschooling Buddies & Pals!,San Lorenzo,US,0,1445530312000,22,,,parents/family,,0,,
7148,"""Cool"" Kids Club",Berkeley,US,5,1445531416000,26,,,support,,0,,
7149,San Leandro Spiritual Growth Meetup,San Leandro,US,0,1445537251000,31,,,new age/spirituality,,0,,
7150,Soul Ink Writing Society,San Mateo,US,0,1445541841000,56,,,writing,,0,,
7151,Ballet Body in Berkeley,Berkeley,US,4.75,1445542637000,155,,,dancing,,0,,
7152,East Palo Alto Morning Walk Meetup,Palo Alto,US,0,1445546240000,32,,,fitness,,0,,
7153,San Francisco Tech Recruiting Meetup,San Francisco,US,0,1445547194000,215,,,career/business,,0,,
7154,Tea Lovers Tea Lounge,San Francisco,US,4.5,1445558635000,71,,,food/drink,,0,,
7155,Palo Alto Pick-up Soccer Meetup,Palo Alto,US,5,1445572210000,203,,,sports/recreation,,0,,
7156,Fremont Kundalini Yoga Meetup,Fremont,US,0,1445577239000,72,,,health/wellbeing,,0,,
7157,Bay Area Professionals (Dis)Connecting (SF),San Francisco,US,0,1445583177000,87,,,career/business,,0,,
7158,Emirates TravelHackathon - San Francisco,San Francisco,US,0,1445586731000,49,,,tech,,0,,
7159,Hayward Sports and Recreation Meetup - Basketball,Hayward,US,0,1445616750000,44,,,sports/recreation,,0,,
7160,Saber Guild: Golden Gate Temple,Alameda,US,0,1445619209000,6,,,sci-fi/fantasy,,0,,
7161,Women's  Networking Group-San Carlos,San Carlos,US,0,1445624665000,6,,,career/business,,0,,
7162,Technical Marketers Meetup,San Francisco,US,0,1445626597000,160,,,career/business,,0,,
7163,Weekend Climbing and mountaineers,Daly City,US,5,1445626884000,255,,,outdoors/adventure,,0,,
7164,Camp Hike Beer - Overnight!!,Oakland,US,0,1445628092000,196,,,outdoors/adventure,,0,,
7165,Alameda Job Seekers Support Meetup,Alameda,US,4.5,1445639673000,37,,,career/business,,0,,
7166,Bay Area Queer & Trans Bike Touring,Berkeley,US,0,1445645227000,49,,,LGBT,,0,,
7167,Bay Area Trainers and Coaches Meetup,Menlo Park,US,0,1445646924000,34,,,health/wellbeing,,0,,
7168,Cafe La Boheme Writers,San Francisco,US,0,1445650303000,50,,,writing,,0,,
7169,Bay Area Real Estate Investors,Redwood City,US,0,1445712306000,65,,,career/business,,0,,
7170,Berkeley Short Story Reading and Discussion Meetup,Berkeley,US,5,1445735306000,65,,,book clubs,,0,,
7171,Graphene & Nano Materials Think Tank,San Francisco,US,0,1445736197000,25,,,tech,,0,,
7172,Helping Organizations Adapt to Changing Technology,San Carlos,US,0,1445788889000,1,,,tech,,0,,
7173,San Francisco open studio painting/drawing/crafting,San Francisco,US,5,1445789059000,437,,,fine arts/culture,,0,,
7174,Love & Dating in the Age of the App,San Francisco,US,0,1445798422000,88,,,singles,,0,,
7175,Palo Alto Fall / Winter Pick-Up Soccer (co-ed),Palo Alto,US,4,1445806508000,95,,,sports/recreation,,0,,
7176,San Rafael 4th Street Art Workshops,San Rafael,US,5,1445809999000,74,,,hobbies/crafts,,0,,
7177,Lamorinda MNO & Playgroups,Lafayette,US,5,1445814543000,59,,,parents/family,,0,,
7178,Meetup Learn to Speak Italian in Walnut Creek,Walnut Creek,US,5,1445818863000,45,,,language/ethnic identity,,0,,
7179,OWC SF Bay Area (Older Women Coders) Meetup,San Francisco,US,5,1445819005000,79,,,tech,,0,,
7180,BNI Motivators - Business Networking International Group,San Francisco,US,0,1445834355000,24,,,career/business,,0,,
7181,Oakland Women For Women Meetup,Oakland,US,5,1445845020000,49,,,socializing,,0,,
7182,Large Scale 3D Printing and Robotics,San Francisco,US,0,1445864165000,137,,,tech,,0,,
7183,San Mateo Business Referral Networking Meetup,San Mateo,US,5,1445890605000,43,,,career/business,,0,,
7184,Momentum For Men - Peninsula,Burlingame,US,0,1445890918000,45,,,socializing,,0,,
7185,Bay Area Selective Mutism Support Meetup,San Francisco,US,0,1445894862000,4,,,support,,0,,
7186,Heal Yourself --> Heal Your Relationships,San Francisco,US,5,1445895724000,69,,,health/wellbeing,,0,,
7187,Learning more about Judaism,Palo Alto,US,5,1445898366000,57,,,religion/beliefs,,0,,
7188,Oakland Ecstatic (dance) Enhancement Meetup,Oakland,US,0,1445906069000,99,,,dancing,,0,,
7189,Wednesday Stress Management Workshop,Fremont,US,5,1445906324000,64,,,new age/spirituality,,0,,
7190,Oakland TechEquity,Oakland,US,5,1445908253000,156,,,community/environment,,0,,
7191,"""Yoga is for Everyone"" at Marina Park in Emeryville!!",Emeryville,US,5,1445917243000,63,,,health/wellbeing,,0,,
7192,Fitness Hero's,Oakland,US,0,1445917679000,31,,,fitness,,0,,
7193,Club Botanic: Workshops,San Francisco,US,5,1445958186000,26,,,hobbies/crafts,,0,,
7194,San Francisco Bible at Royal Grounds on Geary,San Francisco,US,0,1445959000000,7,,,religion/beliefs,,0,,
7195,Bay Area Forward-Thinking Parents of Children with ASD/ADD,Redwood City,US,0,1445972619000,18,,,parents/family,,0,,
7196,Young Indian Couples- Walnut Creek,Walnut Creek,US,0,1445975053000,34,,,socializing,,0,,
7197,Meetup Jogging Funding french startups Guys,San Francisco,US,0,1445985960000,19,,,career/business,,0,,
7198,Psychics along the coast,Pacifica,US,0,1445989420000,22,,,new age/spirituality,,0,,
7199,Laugh & Learn ChangeWork,Oakland,US,5,1445993697000,148,,,health/wellbeing,,0,,
7200,49ers watch party,San Francisco,US,0,1446005276000,13,,,sports/recreation,,0,,
7201,Let's Go!,San Francisco,US,0,1446028050000,46,,,outdoors/adventure,,0,,
7202,DevOps Exchange San Francisco,San Francisco,US,0,1446029338000,187,,,tech,,0,,
7203,East Bay Women's Yoga Community,Berkeley,US,0,1446041403000,24,,,new age/spirituality,,0,,
7204,"Founders, Freelancers, Startup & Writers Coworking Community",Oakland,US,4.75,1446047341000,149,,,career/business,,0,,
7205,Walnut Creek Grass Roots Cribbage Meetup every Wed at 6 pm,Walnut Creek,US,0,1446048298000,9,,,games,,0,,
7206,San Francisco Pizza Lovers Meetup,San Francisco,US,0,1446088245000,107,,,food/drink,,0,,
7207,Have A Creative Process,Oakland,US,4,1446094479000,224,,,writing,,0,,
7208,Palo Alto Physics Meetup,Palo Alto,US,0,1446100009000,24,,,education/learning,,0,,
7209,The Saturday Art Lab!,Benicia,US,0,1446128822000,42,,,fine arts/culture,,0,,
7210,Goddess in Peace Women Support Group,Palo Alto,US,0,1446135224000,65,,,health/wellbeing,,0,,
7211,Asian American Women: Create YOUR life & keep family ties,Oakland,US,0,1446142433000,50,,,health/wellbeing,,0,,
7212,Oakland Startup Founder 101,Oakland,US,0,1446143618000,220,,,career/business,,0,,
7213,San Francisco Hortonworks Data Platform User Group,San Francisco,US,5,1446144623000,228,,,tech,,0,,
7214,Let's Learn Japanese & English,San Francisco,US,0,1446145959000,42,,,language/ethnic identity,,0,,
7215,Free English Conversation For International Students,San Francisco,US,4.67,1446149330000,140,,,language/ethnic identity,,0,,
7216,Nob Hill Neighbors,San Francisco,US,0,1446154422000,28,,,community/environment,,0,,
7217,AltspaceVR Tech Talks Meetup,Redwood City,US,0,1446156620000,119,,,tech,,0,,
7218,Silicon Valley Healthcare IT Meetup Group,San Mateo,US,0,1446165180000,53,,,career/business,,0,,
7219,San Francisco: Elegant Design,San Francisco,US,0,1446166918000,76,,,tech,,0,,
7220,San Francisco Singles Pub Crawl,San Francisco,US,0,1446169148000,44,,,socializing,,0,,
7221,Faircare Uncover medical prices together,San Francisco,US,0,1446169596000,23,,,career/business,,0,,
7222,Compassionate Response Potluck,San Francisco,US,0,1446169716000,40,,,health/wellbeing,,0,,
7223,Opentecture - Open-source Modular Architecture,San Francisco,US,0,1446180199000,56,,,tech,,0,,
7224,Immigration for Expats,San Francisco,US,0,1446225230000,50,,,language/ethnic identity,,0,,
7225,Support for Family Caregivers,San Francisco,US,0,1446231226000,18,,,support,,0,,
7226,Manylabs: Open Tools for Science and Science Education,San Francisco,US,0,1446236251000,140,,,education/learning,,0,,
7227,Oakland Pilates and Chronic Pain Solutions Meetup,Oakland,US,5,1446237796000,61,,,support,,0,,
7228,San Francisco Plant-Based Nutrition Cooking,San Francisco,US,0,1446240765000,215,,,food/drink,,0,,
7229,Big Bad Wolf: A Pop-Up Dinner Series,San Francisco,US,0,1446247315000,132,,,food/drink,,0,,
7230,Enlightened Entrepreneurs Success Circle,Oakland,US,0,1446252309000,40,,,career/business,,0,,
7231,The Future of 21st Century Education : SF Chapter,San Francisco,US,0,1446252988000,96,,,education/learning,,0,,
7232,"Sisters in Touch: Love, Sex, & Healing",San Francisco,US,0,1446257318000,21,,,new age/spirituality,,0,,
7233,Alameda Small Business Think Tank,Alameda,US,5,1446310937000,66,,,career/business,,0,,
7234,Savvy Entrepreneurs with Heart,Berkeley,US,0,1446316467000,40,,,career/business,,0,,
7235,"Sex Appeal, Balance, Beauty, and Business",Corte Madera,US,0,1446320452000,53,,,health/wellbeing,,0,,
7236,Systems Thinking for a Better World,Berkeley,US,4.5,1446327587000,50,,,education/learning,,0,,
7237,So you want to make a movie?,San Francisco,US,5,1446338019000,45,,,movies/film,,0,,
7238,Angels to Fly Meetup,Pleasant Hill,US,5,1446358915000,13,,,new age/spirituality,,0,,
7239,"Growth Marketing Leaders (VP Growth, CMOs, Product Growth)",San Francisco,US,0,1446395138000,84,,,career/business,,0,,
7240,Growth Hacking B2B,San Francisco,US,0,1446396281000,110,,,tech,,0,,
7241,Berkeley Somatic Experiencing Professionals Meetup,Berkeley,US,0,1446408755000,19,,,health/wellbeing,,0,,
7242,San Leandro New Parents Meetup,San Leandro,US,0,1446420366000,13,,,parents/family,,0,,
7243,Castro Valley 20's Christian Fellowship & Study,Hayward,US,0,1446445008000,21,,,religion/beliefs,,0,,
7244,Bay Area Social Singles Events,San Mateo,US,5,1446445979000,429,,,singles,,0,,
7245,Bay Area Meditation For Neighborhood Harmony,Berkeley,US,0,1446447052000,14,,,new age/spirituality,,0,,
7246,NCGC Associate Club,Fremont,US,0,1446455523000,26,,,sports/recreation,,0,,
7247,Industrial Internet of Things Bay Area,San Francisco,US,0,1446485762000,183,,,tech,,0,,
7248,Walnut Creek Wealth Builders,Walnut Creek,US,0,1446488861000,6,,,career/business,,0,,
7249,Palo Alto AWS Big Data Meetup,Palo Alto,US,0,1446502781000,413,,,tech,,0,,
7250,National Association of Insurance and Financial Advisors,San Francisco,US,0,1446504747000,27,,,career/business,,0,,
7251,Women in IoT,San Francisco,US,0,1446505223000,106,,,tech,,0,,
7252,Data people living and working in East Bay,Alameda,US,0,1446506845000,64,,,tech,,0,,
7253,SF Bay Area Collaboration of Small Business Tech Supporters,San Francisco,US,0,1446507312000,11,,,tech,,0,,
7254,ENACT: Entrepreneurs who Network Advise Collaborate & Train,San Francisco,US,0,1446516444000,58,,,career/business,,0,,
7255,Peninsula Women's LEAN IN Group Coaching Meetup,Redwood City,US,5,1446518698000,50,,,new age/spirituality,,0,,
7256,Bay City Blues Lovers,San Francisco,US,0,1446522540000,49,,,music,,0,,
7257,SF Caribbean Music Lovers,San Francisco,US,0,1446530570000,101,,,dancing,,0,,
7258,Unity Palo Alto - A positive path for spiritual living,Palo Alto,US,0,1446576599000,51,,,new age/spirituality,,0,,
7259,California Pilates and Yoga Meetup,Walnut Creek,US,5,1446590457000,57,,,health/wellbeing,,0,,
7260,Codify Academy San Francisco,San Francisco,US,5,1446596653000,92,,,tech,,0,,
7261,"20s, New in SF & Love to Bar Hop",San Francisco,US,5,1446599254000,128,,,socializing,,0,,
7262,SF Bay Area King Tides Photography,Berkeley,US,5,1446605992000,101,,,community/environment,,0,,
7263,Walnut Creek Kalyana Mitta Group Meetup,Walnut Creek,US,5,1446612416000,16,,,new age/spirituality,,0,,
7264,CosplayTechNetworkSocial,San Francisco,US,0,1446614685000,37,,,sci-fi/fantasy,,0,,
7265,Berkeley Compassionate Communication,Berkeley,US,0,1446619797000,77,,,health/wellbeing,,0,,
7266,East Bay Women's Golf Meetup,Berkeley,US,0,1446653910000,38,,,sports/recreation,,0,,
7267,Manifesting The Life You Deserve With EFT & Divine Guidance,San Rafael,US,0,1446655433000,109,,,new age/spirituality,,0,,
7268,SF Peninsula Wine Tasting Meetup,San Mateo,US,5,1446662494000,204,,,food/drink,,0,,
7269,Silicon Valley Dapp Devs,Palo Alto,US,0,1446665558000,25,,,tech,,0,,
7270,San Francisco Brunch and Burn!,San Francisco,US,5,1446676461000,74,,,fitness,,0,,
7271,Power to the she Meetup,Emeryville,US,0,1446683135000,40,,,fitness,,0,,
7272,Codetonomy,San Francisco,US,0,1446697987000,43,,,tech,,0,,
7273,Berkeley Weekly Conscious Dance / Soul Motion Practice,Berkeley,US,5,1446732986000,90,,,dancing,,0,,
7274,Walnut Creek/Contra Costa Area Real Estate Agent Meetup,Walnut Creek,US,0,1446740055000,13,,,career/business,,0,,
7275,Alameda Figure Drawing Meetup,Alameda,US,0,1446742689000,25,,,fine arts/culture,,0,,
7276,Festive Figure Drawing Club,Alameda,US,0,1446743742000,26,,,fine arts/culture,,0,,
7277,French Speakers - KEEP CALM IT'S TIME TO PARTY,Palo Alto,US,0,1446745335000,103,,,socializing,,0,,
7278,"East Bay Single Men Over 60, Meetup",Oakland,US,5,1446749091000,33,,,singles,,0,,
7279,Mission Peak Conservancy,Fremont,US,0,1446759698000,74,,,community/environment,,0,,
7280,Vizavoo Beauty Club,Palo Alto,US,0,1446765837000,41,,,fashion/beauty,,0,,
7281,Guided Heart Meditation Meetup,Sausalito,US,5,1446766417000,56,,,health/wellbeing,,0,,
7282,San Francisco Ultimate Fighting Fans,San Francisco,US,4.5,1446775986000,52,,,sports/recreation,,0,,
7283,Bad Ass Single Alameda Moms,Alameda,US,0,1446788499000,32,,,parents/family,,0,,
7284,Peninsula Freelancers & Home Based Business Owners,San Mateo,US,0,1446833260000,23,,,socializing,,0,,
7285,Hindi/Western music mashups,San Francisco,US,0,1446837697000,7,,,music,,0,,
7286,Holistic Chamber of Commerce San Francisco Marin Chapter,San Rafael,US,0,1446854732000,33,,,career/business,,0,,
7287,Churn Reduction Strategies for Saas and Mobile,San Francisco,US,0,1446856867000,38,,,career/business,,0,,
7288,Omnichannel Meetup,San Francisco,US,0,1446865888000,19,,,career/business,,0,,
7289,Rollerblading - All Levels,San Carlos,US,0,1446896488000,51,,,sports/recreation,,0,,
7290,Burning Man Happy Hour in San Francisco,San Francisco,US,0,1446928183000,37,,,socializing,,0,,
7291,Artisan Bread Baking Club,Berkeley,US,5,1446959535000,85,,,food/drink,,0,,
7292,SF Behavioral Science Book Club,San Francisco,US,0,1447011929000,179,,,education/learning,,0,,
7293,Techmasters Toastmasters,San Francisco,US,5,1447017206000,49,,,career/business,,0,,
7294,#FeedThoseInNeed2K15: Campaign to Comfort Bay Area,San Lorenzo,US,5,1447019225000,59,,,community/environment,,0,,
7295,Dish - Intellectual Discussion Meetup,Oakland,US,0,1447021343000,45,,,education/learning,,0,,
7296,Oakland Art Murmur / First Fridays Meetup,Oakland,US,0,1447025396000,187,,,fine arts/culture,,0,,
7297,San Francisco/Ocean Beach Bonfire Meetup!,San Francisco,US,0,1447037305000,50,,,singles,,0,,
7298,Sports Hackathon,San Francisco,US,0,1447045973000,135,,,tech,,0,,
7299,Startups+Dogs,San Francisco,US,5,1447049477000,110,,,tech,,0,,
7300,SF Farnam Street Readers,San Francisco,US,0,1447050341000,35,,,education/learning,,0,,
7301,Bay Area Casual Trail Hikers,San Mateo,US,5,1447079780000,154,,,outdoors/adventure,,0,,
7302,San Mateo Handmade Crafts Meetup,San Mateo,US,5,1447088124000,89,,,fashion/beauty,,0,,
7303,Purpose-Driven Professionals,San Francisco,US,0,1447090954000,100,,,career/business,,0,,
7304,CASTRO  San Francisco Life Figure Drawing Meetup..Sessions,San Francisco,US,0,1447096284000,99,,,fine arts/culture,,0,,
7305,MEMEBOX,San Francisco,US,0,1447101686000,39,,,fashion/beauty,,0,,
7306,San Francisco - New and Innovative Games in Golden Gate Park,San Francisco,US,0,1447109324000,117,,,outdoors/adventure,,0,,
7307,San Francisco Kubernetes Meetup,San Francisco,US,5,1447109977000,278,,,tech,,0,,
7308,SF - Data Engineering,San Francisco,US,0,1447112032000,148,,,tech,,0,,
7309,Bay Area Building Intelligent Applications Meetup,San Francisco,US,0,1447113104000,137,,,tech,,0,,
7310,The Giving Pledge - San Francisco,San Francisco,US,0,1447113668000,20,,,community/environment,,0,,
7311,"""Hypnosis Meets Artistic Expression"" at 1500 Market St.",San Francisco,US,0,1447120758000,41,,,new age/spirituality,,0,,
7312,East Bay Gluten Free Community Study Group,Castro Valley,US,0,1447124401000,26,,,food/drink,,0,,
7313,Bay Area Comparative Religious Studies,San Francisco,US,0,1447136271000,19,,,education/learning,,0,,
7314,Dating & Relationship Do's and Dont's,Walnut Creek,US,0,1447138458000,94,,,singles,,0,,
7315,TensorFlow Silicon Valley,Palo Alto,US,4.25,1447150687000,563,,,tech,,0,,
7316,Shy And Fearful Puppies' Parents Meetup,San Francisco,US,0,1447172404000,6,,,pets/animals,,0,,
7317,Latin@s in Tech Bay Area,San Francisco,US,5,1447175807000,154,,,tech,,0,,
7318,Young Pro's in Office & Facilities Management by IFMA SF,San Francisco,US,5,1447181932000,31,,,career/business,,0,,
7319,San Francisco Organic Church Meetup,San Francisco,US,0,1447197673000,10,,,religion/beliefs,,0,,
7320,"Meditation, Transformation and Spiritual Inquiry",San Rafael,US,5,1447201153000,76,,,new age/spirituality,,0,,
7321,Peninsula Car Meetup and Drive,South San Francisco,US,0,1447201640000,41,,,cars/motorcycles,,0,,
7322,Crowdfunding Valley,San Francisco,US,5,1447203738000,215,,,career/business,,0,,
7323,Bay Area Amphibian and Reptile Society,Palo Alto,US,0,1447217364000,12,,,pets/animals,,0,,
7324,SF Asian Ladies Social Club,San Francisco,US,0,1447228714000,65,,,socializing,,0,,
7325,Decision Time With Stone Love In Paris,Union City,US,0,1447230243000,15,,,health/wellbeing,,0,,
7326,Let's Run,San Francisco,US,5,1447230269000,89,,,fitness,,0,,
7327,SF fashion retail & big data Meetup,San Francisco,US,4.33,1447287306000,192,,,tech,,0,,
7328,Marin Running Co-op,San Rafael,US,4.5,1447294751000,52,,,fitness,,0,,
7329,Bay Area Paranormal Society,San Mateo,US,5,1447294999000,95,,,paranormal,,0,,
7330,🤖 Bay Area Bot Arts Meetup 🤖,San Francisco,US,4.75,1447298073000,86,,,tech,,0,,
7331,Bay Area SDRs,San Francisco,US,5,1447308419000,89,,,career/business,,0,,
7332,HyperLocal Apps,San Francisco,US,5,1447309150000,140,,,tech,,0,,
7333,Shopify360,San Francisco,US,0,1447344367000,5,,,tech,,0,,
7334,Ritual Arts Talk & Performance Series,San Francisco,US,0,1447346661000,142,,,education/learning,,0,,
7335,Full Circle Family Not-school,San Rafael,US,5,1447346860000,105,,,parents/family,,0,,
7336,Midwest does the Bay 😎,San Francisco,US,4.67,1447356347000,58,,,socializing,,0,,
7337,Bosom Friends,Walnut Creek,US,0,1447357339000,1,,,socializing,,0,,
7338,"Healthy Living Prepping,Cooking, and Sharing",San Francisco,US,0,1447363090000,81,,,health/wellbeing,,0,,
